name,code,province_id,address,type,level,nature,is_985,is_211,is_double_first_class,website,description,ranking
铜陵学院,10383,12,安徽省铜陵市铜官区翠湖四路1335号,1,1,1,0,0,0,https://www.tlu.edu.cn,安徽省重点大学,438
安徽建筑大学,10878,12,安徽省合肥市包河区紫云路292号,2,1,1,0,0,0,https://www.ahjzu.edu.cn,安徽省重点大学,439
安徽科技学院,10879,12,安徽省蚌埠市龙子湖区大学城,2,1,1,0,0,0,https://www.ahstu.edu.cn,安徽省重点大学,440
合肥大学,11059,12,安徽省合肥市经济技术开发区锦绣大道99号,1,1,1,0,0,0,https://www.hfuu.edu.cn,安徽省重点大学,441
蚌埠学院,11305,12,安徽省蚌埠市曹山路1866号,1,1,1,0,0,0,https://www.bbc.edu.cn,安徽省重点大学,442
池州学院,11306,12,安徽省池州市贵池区教育园区,1,1,1,0,0,0,https://www.czu.edu.cn,安徽省重点大学,443
安徽新华学院,12216,12,安徽省合肥市望江西路555号,1,1,2,0,0,0,https://www.axhu.edu.cn,安徽省重点大学,444
安徽文达信息工程学院,12810,12,安徽省合肥市紫蓬山风景区森林大道3号,2,1,2,0,0,0,https://www.wenda.edu.cn,安徽省重点大学,445
安徽三联学院,13075,12,安徽省合肥市经济技术开发区合安路47号,2,1,2,0,0,0,https://www.sanlian.net.cn,安徽省重点大学,446
华侨大学,10385,13,福建省泉州市丰泽区城华北路269号,1,1,1,0,0,0,https://www.hqu.edu.cn,福建省重点大学,447
福建工程学院,10388,13,福建省福州市大学新区学府南路33号,2,1,1,0,0,0,https://www.fjut.edu.cn,福建省重点大学,448
福建农林大学,10389,13,福建省福州市仓山区上下店路15号,7,1,1,0,0,0,https://www.fafu.edu.cn,福建省重点大学,449
集美大学,10390,13,福建省厦门市集美区银江路185号,1,1,1,0,0,0,https://www.jmu.edu.cn,福建省重点大学,450
福建医科大学,10392,13,福建省福州市大学新区学府北路1号,4,1,1,0,0,0,https://www.fjmu.edu.cn,福建省重点大学,451
福建中医药大学,10393,13,福建省福州市闽侯上街邱阳路1号,4,1,1,0,0,0,https://www.fjtcm.edu.cn,福建省重点大学,452
福建师范大学,10394,13,福建省福州市仓山区上三路8号,3,1,1,0,0,0,https://www.fjnu.edu.cn,福建省重点大学,453
闽江学院,10395,13,福建省福州市大学城文贤路1号,1,1,1,0,0,0,https://www.mju.edu.cn,福建省重点大学,454
武夷学院,10397,13,福建省南平市武夷山市百花路358号,1,1,1,0,0,0,https://www.wuyiu.edu.cn,福建省重点大学,455
宁德师范学院,10398,13,福建省宁德市东侨经济开发区学院路1号,3,1,1,0,0,0,https://www.ndnu.edu.cn,福建省重点大学,456
泉州师范学院,10399,13,福建省泉州市丰泽区东海大街398号,3,1,1,0,0,0,https://www.qztc.edu.cn,福建省重点大学,457
闽南师范大学,10402,13,福建省漳州市芗城区县前直街36号,3,1,1,0,0,0,https://www.mnnu.edu.cn,福建省重点大学,458
厦门理工学院,11062,13,福建省厦门市集美区理工路600号,2,1,1,0,0,0,https://www.xmut.edu.cn,福建省重点大学,459
福建商学院,11313,13,福建省福州市连江县西江滨大道2号,5,1,1,0,0,0,https://www.fjcc.edu.cn,福建省重点大学,460
福建警察学院,11495,13,福建省福州市仓山区首山路59号,6,1,1,0,0,0,https://www.fjjcxy.com,福建省重点大学,461
华东交通大学,10404,14,江西省南昌市经济技术开发区双港东大街808号,2,1,1,0,0,0,https://www.ecjtu.edu.cn,江西省重点大学,462
东华理工大学,10405,14,江西省南昌市经济技术开发区广兰大道418号,2,1,1,0,0,0,https://www.ecut.edu.cn,江西省重点大学,463
南昌航空大学,10406,14,江西省南昌市丰和南大道696号,2,1,1,0,0,0,https://www.nchu.edu.cn,江西省重点大学,464
江西理工大学,10407,14,江西省赣州市章贡区红旗大道86号,2,1,1,0,0,0,https://www.jxust.edu.cn,江西省重点大学,465
景德镇陶瓷大学,10408,14,江西省景德镇市浮梁县湘湖镇,2,1,1,0,0,0,https://www.jci.edu.cn,江西省重点大学,466
江西农业大学,10410,14,江西省南昌市昌北经济技术开发区志敏大道1101号,7,1,1,0,0,0,https://www.jxau.edu.cn,江西省重点大学,467
江西中医药大学,10411,14,江西省南昌市湾里区梅岭大道1688号,4,1,1,0,0,0,https://www.jxutcm.edu.cn,江西省重点大学,468
赣南医科大学,10412,14,江西省赣州市章贡区医学院路1号,4,1,1,0,0,0,https://www.gmu.edu.cn,江西省重点大学,469
江西师范大学,10414,14,江西省南昌市紫阳大道99号,3,1,1,0,0,0,https://www.jxnu.edu.cn,江西省重点大学,470
上饶师范学院,10416,14,江西省上饶市信州区志敏大道401号,3,1,1,0,0,0,https://www.sru.jx.cn,江西省重点大学,471
宜春学院,10417,14,江西省宜春市袁州区学府路576号,1,1,1,0,0,0,https://www.ycu.jx.cn,江西省重点大学,472
赣南师范大学,10418,14,江西省赣州市章贡区蓉江新区师大南路1号,3,1,1,0,0,0,https://www.gnnu.edu.cn,江西省重点大学,473
井冈山大学,10419,14,江西省吉安市青原区学苑路28号,1,1,1,0,0,0,https://www.jgsu.edu.cn,江西省重点大学,474
江西财经大学,10421,14,江西省南昌市昌北经济技术开发区双港东大街169号,5,1,1,0,0,0,https://www.jxufe.edu.cn,江西省重点大学,475
江西科技师范大学,11318,14,江西省南昌市昌北经济技术开发区枫林大道605号,3,1,1,0,0,0,https://www.jxstnu.edu.cn,江西省重点大学,476
南昌工程学院,11319,14,江西省南昌市高新技术开发区天祥大道289号,2,1,1,0,0,0,https://www.nit.edu.cn,江西省重点大学,477
新余学院,11508,14,江西省新余市高新区阳光大道2666号,1,1,1,0,0,0,https://www.xyc.edu.cn,江西省重点大学,478
九江学院,11843,14,江西省九江市前进东路551号,1,1,1,0,0,0,https://www.jju.edu.cn,江西省重点大学,479
江西科技学院,10846,14,江西省南昌市昌东瑶湖高校园区,2,1,2,0,0,0,https://www.jxut.edu.cn,江西省重点大学,480
南昌理工学院,12795,14,江西省南昌市昌北经济技术开发区英雄大道901号,2,1,2,0,0,0,https://www.nclg.com.cn,江西省重点大学,481
青岛大学,11065,15,山东省青岛市宁夏路308号,1,1,1,0,0,0,https://www.qdu.edu.cn,山东省重点大学,482
山东科技大学,10424,15,山东省青岛市黄岛区前湾港路579号,2,1,1,0,0,0,https://www.sdust.edu.cn,山东省重点大学,483
中国石油大学(华东),10425,15,山东省青岛市黄岛区长江西路66号,2,1,1,0,1,1,https://www.upc.edu.cn,中国知名石油类大学,484
青岛科技大学,10426,15,山东省青岛市市北区郑州路53号,2,1,1,0,0,0,https://www.qust.edu.cn,山东省重点大学,485
济南大学,10427,15,山东省济南市市中区南辛庄西路336号,1,1,1,0,0,0,https://www.ujn.edu.cn,山东省重点大学,486
青岛理工大学,10429,15,山东省青岛市黄岛区嘉陵江东路777号,2,1,1,0,0,0,https://www.qut.edu.cn,山东省重点大学,487
山东建筑大学,10430,15,山东省济南市历城区凤鸣路1000号,2,1,1,0,0,0,https://www.sdjzu.edu.cn,山东省重点大学,488
齐鲁工业大学,10431,15,山东省济南市长清区大学路3501号,2,1,1,0,0,0,https://www.qlu.edu.cn,山东省重点大学,489
山东理工大学,10433,15,山东省淄博市张店区新村西路266号,2,1,1,0,0,0,https://www.sdut.edu.cn,山东省重点大学,490
山东农业大学,10434,15,山东省泰安市岱宗大街61号,7,1,1,0,0,0,https://www.sdau.edu.cn,山东省重点大学,491
青岛农业大学,10435,15,山东省青岛市城阳区长城路700号,7,1,1,0,0,0,https://www.qau.edu.cn,山东省重点大学,492
潍坊医学院,10438,15,山东省潍坊市宝通西街7166号,4,1,1,0,0,0,https://www.wfmc.edu.cn,山东省重点大学,493
山东第一医科大学,10439,15,山东省济南市槐荫区青岛路6699号,4,1,1,0,0,0,https://www.sdfmu.edu.cn,山东省重点大学,494
滨州医学院,10440,15,山东省烟台市莱山区观海路346号,4,1,1,0,0,0,https://www.bzmc.edu.cn,山东省重点大学,495
山东中医药大学,10441,15,山东省济南市长清区大学科技园大学路4655号,4,1,1,0,0,0,https://www.sdutcm.edu.cn,山东省重点大学,496
济宁医学院,10443,15,山东省济宁市太白湖新区荷花路133号,4,1,1,0,0,0,https://www.jnmc.edu.cn,山东省重点大学,497
山东师范大学,10445,15,山东省济南市长清区大学科技园大学路88号,3,1,1,0,0,0,https://www.sdnu.edu.cn,山东省重点大学,498
曲阜师范大学,10446,15,山东省曲阜市静轩西路57号,3,1,1,0,0,0,https://www.qfnu.edu.cn,山东省重点大学,499
聊城大学,10447,15,山东省聊城市东昌府区湖南路1号,1,1,1,0,0,0,https://www.lcu.edu.cn,山东省重点大学,500
德州学院,10448,15,山东省德州市德城区大学西路566号,1,1,1,0,0,0,https://www.dzu.edu.cn,山东省重点大学,501
滨州学院,10449,15,山东省滨州市黄河五路391号,1,1,1,0,0,0,https://www.bzu.edu.cn,山东省重点大学,502
鲁东大学,10451,15,山东省烟台市芝罘区红旗中路186号,1,1,1,0,0,0,https://www.ldu.edu.cn,山东省重点大学,503
临沂大学,10452,15,山东省临沂市兰山区双岭路中段,1,1,1,0,0,0,https://www.lyu.edu.cn,山东省重点大学,504
泰山学院,10453,15,山东省泰安市岱岳区东岳大街525号,1,1,1,0,0,0,https://www.tsu.edu.cn,山东省重点大学,505
济宁学院,10454,15,山东省济宁市曲阜市杏坛路1号,1,1,1,0,0,0,https://www.jnxy.edu.cn,山东省重点大学,506
菏泽学院,10455,15,山东省菏泽市牡丹区大学路2269号,1,1,1,0,0,0,https://www.hezeu.edu.cn,山东省重点大学,507
山东财经大学,10456,15,山东省济南市历下区二环东路7366号,5,1,1,0,0,0,https://www.sdufe.edu.cn,山东省重点大学,508
山东体育学院,10457,15,山东省济南市历城区世纪大道10600号,9,1,1,0,0,0,https://www.sdpei.edu.cn,山东省重点大学,509
山东艺术学院,10458,15,山东省济南市长清区大学科技园紫薇路6000号,8,1,1,0,0,0,https://www.sdca.edu.cn,山东省重点大学,510
山东工艺美术学院,10908,15,山东省济南市长清区大学科技园大学路1号,8,1,1,0,0,0,https://www.sdada.edu.cn,山东省重点大学,511
青岛大学,11065,15,山东省青岛市宁夏路308号,1,1,1,0,0,0,https://www.qdu.edu.cn,山东省重点大学,512
烟台大学,11066,15,山东省烟台市莱山区清泉路30号,1,1,1,0,0,0,https://www.ytu.edu.cn,山东省重点大学,513
潍坊学院,11067,15,山东省潍坊市东风东街5147号,1,1,1,0,0,0,https://www.wfu.edu.cn,山东省重点大学,514
山东警察学院,11324,15,山东省济南市章丘区章莱路2500号,6,1,1,0,0,0,https://www.sdpc.edu.cn,山东省重点大学,515
山东交通学院,11510,15,山东省济南市长清区大学科技园海棠路5001号,2,1,1,0,0,0,https://www.sdjtu.edu.cn,山东省重点大学,516
山东工商学院,11688,15,山东省烟台市莱山区滨海中路191号,5,1,1,0,0,0,https://www.sdtbu.edu.cn,山东省重点大学,517
山东女子学院,12331,15,山东省济南市长清区大学科技园大学路2399号,1,1,1,0,0,0,https://www.sdwu.edu.cn,山东省重点大学,518
潍坊科技学院,12843,15,山东省寿光市金光街1299号,2,1,2,0,0,0,https://www.wfust.edu.cn,山东省重点大学,519
山东英才学院,13006,15,山东省济南市高新技术产业开发区英才路2号,1,1,2,0,0,0,https://www.ycxy.com,山东省重点大学,520
青岛恒星科技学院,13015,15,山东省青岛市李沧区九水东路588号,2,1,2,0,0,0,https://www.hxst.edu.cn,山东省重点大学,521
河南科技大学,10464,16,河南省洛阳市洛龙区开元大道263号,2,1,1,0,0,0,https://www.haust.edu.cn,河南省重点大学,522
河南理工大学,10460,16,河南省焦作市高新区世纪大道2001号,2,1,1,0,0,0,https://www.hpu.edu.cn,河南省重点大学,523
郑州轻工业大学,10462,16,河南省郑州市高新技术产业开发区科学大道136号,2,1,1,0,0,0,https://www.zzuli.edu.cn,河南省重点大学,524
河南工业大学,10463,16,河南省郑州市高新技术产业开发区莲花街100号,2,1,1,0,0,0,https://www.haut.edu.cn,河南省重点大学,525
河南农业大学,10466,16,河南省郑州市金水区文化路95号,7,1,1,0,0,0,https://www.henau.edu.cn,河南省重点大学,526
河南科技学院,10467,16,河南省新乡市华兰大道东段,7,1,1,0,0,0,https://www.hist.edu.cn,河南省重点大学,527
河南牧业经济学院,10469,16,河南省郑州市郑东新区龙子湖北路6号,7,1,1,0,0,0,https://www.hnuahe.edu.cn,河南省重点大学,528
河南中医药大学,10471,16,河南省郑州市金水区金水路1号,4,1,1,0,0,0,https://www.hactcm.edu.cn,河南省重点大学,529
新乡医学院,10472,16,河南省新乡市红旗区金穗大道601号,4,1,1,0,0,0,https://www.xxmu.edu.cn,河南省重点大学,530
河南大学,10475,16,河南省开封市顺河回族区明伦街85号,1,1,1,0,0,1,https://www.henu.edu.cn,河南省重点大学,531
河南师范大学,10476,16,河南省新乡市牧野区建设东路46号,3,1,1,0,0,0,https://www.htu.edu.cn,河南省重点大学,532
信阳师范大学,10477,16,河南省信阳市浉河区南湖路237号,3,1,1,0,0,0,https://www.xynu.edu.cn,河南省重点大学,533
周口师范学院,10478,16,河南省周口市川汇区文昌路东段,3,1,1,0,0,0,https://www.zknu.edu.cn,河南省重点大学,534
安阳师范学院,10479,16,河南省安阳市文峰区弦歌大道436号,3,1,1,0,0,0,https://www.aynu.edu.cn,河南省重点大学,535
许昌学院,10480,16,河南省许昌市魏都区八一路88号,1,1,1,0,0,0,https://www.xcu.edu.cn,河南省重点大学,536
南阳师范学院,10481,16,河南省南阳市卧龙区卧龙路1638号,3,1,1,0,0,0,https://www.nynu.edu.cn,河南省重点大学,537
洛阳师范学院,10482,16,河南省洛阳市伊滨区吉庆路6号,3,1,1,0,0,0,https://www.lynu.edu.cn,河南省重点大学,538
商丘师范学院,10483,16,河南省商丘市梁园区平原中路55号,3,1,1,0,0,0,https://www.sqnu.edu.cn,河南省重点大学,539
河南财经政法大学,10484,16,河南省郑州市金水区郑东新区金水东路180号,5,1,1,0,0,0,https://www.huel.edu.cn,河南省重点大学,540
郑州航空工业管理学院,10485,16,河南省郑州市郑东新区文苑西路15号,2,1,1,0,0,0,https://www.zua.edu.cn,河南省重点大学,541
黄淮学院,10918,16,河南省驻马店市开源大道6号,1,1,1,0,0,0,https://www.huanghuai.edu.cn,河南省重点大学,542
平顶山学院,10919,16,河南省平顶山市新城区未来路南段,1,1,1,0,0,0,https://www.pdsu.edu.cn,河南省重点大学,543
洛阳理工学院,11070,16,河南省洛阳市洛龙区王城大道90号,2,1,1,0,0,0,https://www.lit.edu.cn,河南省重点大学,544
新乡学院,11071,16,河南省新乡市金穗大道东段191号,1,1,1,0,0,0,https://www.xxu.edu.cn,河南省重点大学,545
信阳农林学院,11326,16,河南省信阳市平桥区北环路1号,7,1,1,0,0,0,https://www.xyafu.edu.cn,河南省重点大学,546
河南工学院,11329,16,河南省新乡市平原路699号,2,1,1,0,0,0,https://www.hait.edu.cn,河南省重点大学,547
安阳工学院,11330,16,河南省安阳市文峰区黄河大道西段,2,1,1,0,0,0,https://www.ayit.edu.cn,河南省重点大学,548
河南工程学院,11517,16,河南省郑州市新郑龙湖祥和路1号,2,1,1,0,0,0,https://www.haue.edu.cn,河南省重点大学,549
南阳理工学院,11653,16,河南省南阳市宛城区长江路80号,2,1,1,0,0,0,https://www.nyist.edu.cn,河南省重点大学,550
河南城建学院,11765,16,河南省平顶山市新城区龙翔大道,2,1,1,0,0,0,https://www.hncj.edu.cn,河南省重点大学,551
黄河科技学院,11834,16,河南省郑州市二七区航海中路94号,2,1,2,0,0,0,https://www.hhstu.edu.cn,河南省重点大学,552
郑州科技学院,12746,16,河南省郑州市二七区马寨经济开发区学院路1号,2,1,2,0,0,0,https://www.zist.edu.cn,河南省重点大学,553
郑州工业应用技术学院,12747,16,河南省新郑市学院路16号,2,1,2,0,0,0,https://www.zgxy.edu.cn,河南省重点大学,554
商丘工学院,13500,16,河南省商丘市睢阳大道中段236号,2,1,2,0,0,0,https://www.sstvc.com,河南省重点大学,555
