name,code,province_id,address,type,level,nature,is_985,is_211,is_double_first_class,website,description,ranking
天津外国语大学,10068,2,天津市河西区马场道117号,1,1,1,0,0,0,https://www.tjfsu.edu.cn,天津市重点大学,276
天津城建大学,10792,2,天津市西青区津静路26号,2,1,1,0,0,0,https://www.tcu.edu.cn,天津市重点大学,277
天津职业技术师范大学,10066,2,天津市大雅道1号,3,1,1,0,0,0,https://www.tute.edu.cn,天津市重点大学,278
河北大学,10075,3,河北省保定市五四东路180号,1,1,1,0,0,0,https://www.hbu.edu.cn,河北省重点大学,279
河北工程大学,10076,3,河北省邯郸市光明南大街199号,2,1,1,0,0,0,https://www.hebeu.edu.cn,河北省重点大学,280
河北地质大学,10077,3,河北省石家庄市槐安东路136号,2,1,1,0,0,0,https://www.hgu.edu.cn,河北省重点大学,281
河北工业大学,10080,3,天津市北辰区西平道5340号,2,1,1,0,1,1,https://www.hebut.edu.cn,河北省重点大学,282
华北理工大学,10081,3,河北省唐山市曹妃甸区唐山湾生态城渤海大道21号,2,1,1,0,0,0,https://www.ncst.edu.cn,河北省重点大学,283
河北科技大学,10082,3,河北省石家庄市裕翔街26号,2,1,1,0,0,0,https://www.hebust.edu.cn,河北省重点大学,284
河北建筑工程学院,10084,3,河北省张家口市桥东区建国路33号,2,1,1,0,0,0,https://www.hebiace.edu.cn,河北省重点大学,285
河北农业大学,10086,3,河北省保定市灵雨寺街289号,7,1,1,0,0,0,https://www.hebau.edu.cn,河北省重点大学,286
河北医科大学,10089,3,河北省石家庄市中山东路361号,4,1,1,0,0,0,https://www.hebmu.edu.cn,河北省重点大学,287
河北北方学院,10092,3,河北省张家口市桥西区长青路14号,1,1,1,0,0,0,https://www.hebeinu.edu.cn,河北省重点大学,288
承德医学院,10093,3,河北省承德市双桥区安远路,4,1,1,0,0,0,https://www.cdmc.edu.cn,河北省重点大学,289
河北师范大学,10094,3,河北省石家庄市南二环东路20号,3,1,1,0,0,0,https://www.hebtu.edu.cn,河北省重点大学,290
保定学院,10096,3,河北省保定市七一东路3027号,1,1,1,0,0,0,https://www.bdu.edu.cn,河北省重点大学,291
河北民族师范学院,10098,3,河北省承德市开发区高教园区,3,1,1,0,0,0,https://www.hbun.edu.cn,河北省重点大学,292
唐山师范学院,10099,3,河北省唐山市建设北路156号,3,1,1,0,0,0,https://www.tstc.edu.cn,河北省重点大学,293
廊坊师范学院,10100,3,河北省廊坊市爱民西道100号,3,1,1,0,0,0,https://www.lfnu.edu.cn,河北省重点大学,294
衡水学院,10101,3,河北省衡水市和平西路1088号,1,1,1,0,0,0,https://www.hsnc.edu.cn,河北省重点大学,295
石家庄学院,10102,3,河北省石家庄市高新技术产业开发区珠峰大街288号,1,1,1,0,0,0,https://www.sjzc.edu.cn,河北省重点大学,296
邯郸学院,10103,3,河北省邯郸市学院北路530号,1,1,1,0,0,0,https://www.hdc.edu.cn,河北省重点大学,297
邢台学院,10104,3,河北省邢台市桥东区泉北东大街88号,1,1,1,0,0,0,https://www.xttc.edu.cn,河北省重点大学,298
沧州师范学院,10105,3,河北省沧州市运河区国风南大道16号,3,1,1,0,0,0,https://www.caztc.edu.cn,河北省重点大学,299
河北科技师范学院,10798,3,河北省秦皇岛市海港区河北大街西段360号,3,1,1,0,0,0,https://www.hevttc.edu.cn,河北省重点大学,300
山西大学,10108,4,山西省太原市小店区坞城路92号,1,1,1,0,0,1,https://www.sxu.edu.cn,山西省重点大学,301
太原科技大学,10109,4,山西省太原市万柏林区窊流路66号,2,1,1,0,0,0,https://www.tyust.edu.cn,山西省重点大学,302
中北大学,10110,4,山西省太原市尖草坪区学院路3号,2,1,1,0,0,0,https://www.nuc.edu.cn,山西省重点大学,303
山西农业大学,10113,4,山西省晋中市太谷区铭贤南路1号,7,1,1,0,0,0,https://www.sxau.edu.cn,山西省重点大学,304
山西医科大学,10114,4,山西省太原市新建南路56号,4,1,1,0,0,0,https://www.sxmu.edu.cn,山西省重点大学,305
长治医学院,10117,4,山西省长治市解放东街161号,4,1,1,0,0,0,https://www.czmc.edu.cn,山西省重点大学,306
山西师范大学,10118,4,山西省临汾市尧都区贡院街1号,3,1,1,0,0,0,https://www.sxnu.edu.cn,山西省重点大学,307
太原师范学院,10119,4,山西省太原市榆次区大学街319号,3,1,1,0,0,0,https://www.tynu.edu.cn,山西省重点大学,308
山西大同大学,10120,4,山西省大同市平城区兴云街,1,1,1,0,0,0,https://www.sxu.edu.cn,山西省重点大学,309
晋中学院,10121,4,山西省晋中市榆次区文华街199号,1,1,1,0,0,0,https://www.jzxy.edu.cn,山西省重点大学,310
长治学院,10122,4,山西省长治市保宁门东街73号,1,1,1,0,0,0,https://www.czc.edu.cn,山西省重点大学,311
运城学院,10123,4,山西省运城市复旦西街1155号,1,1,1,0,0,0,https://www.ycu.edu.cn,山西省重点大学,312
忻州师范学院,10124,4,山西省忻州市忻府区和平西街10号,3,1,1,0,0,0,https://www.xztnc.edu.cn,山西省重点大学,313
山西财经大学,10125,4,山西省太原市坞城路696号,5,1,1,0,0,0,https://www.sxufe.edu.cn,山西省重点大学,314
内蒙古科技大学,10127,5,内蒙古包头市昆都仑区阿尔丁大街7号,2,1,1,0,0,0,https://www.imust.edu.cn,内蒙古重点大学,315
内蒙古工业大学,10128,5,内蒙古呼和浩特市新城区爱民街49号,2,1,1,0,0,0,https://www.imut.edu.cn,内蒙古重点大学,316
内蒙古农业大学,10129,5,内蒙古呼和浩特市赛罕区昭乌达路306号,7,1,1,0,0,0,https://www.imau.edu.cn,内蒙古重点大学,317
内蒙古医科大学,10132,5,内蒙古呼和浩特市金山开发区,4,1,1,0,0,0,https://www.immu.edu.cn,内蒙古重点大学,318
内蒙古师范大学,10135,5,内蒙古呼和浩特市赛罕区昭乌达路81号,3,1,1,0,0,0,https://www.imnu.edu.cn,内蒙古重点大学,319
内蒙古民族大学,10136,5,内蒙古通辽市科尔沁区霍林河大街西536号,1,1,1,0,0,0,https://www.imun.edu.cn,内蒙古重点大学,320
内蒙古财经大学,10139,5,内蒙古呼和浩特市回民区北二环185号,5,1,1,0,0,0,https://www.imufe.edu.cn,内蒙古重点大学,321
辽宁大学,10140,6,辽宁省沈阳市皇姑区崇山中路66号,1,1,1,0,0,0,https://www.lnu.edu.cn,辽宁省重点大学,322
沈阳工业大学,10142,6,辽宁省沈阳市经济技术开发区沈辽西路111号,2,1,1,0,0,0,https://www.sut.edu.cn,辽宁省重点大学,323
沈阳航空航天大学,10143,6,辽宁省沈阳市沈北新区道义南大街37号,2,1,1,0,0,0,https://www.sau.edu.cn,辽宁省重点大学,324
沈阳理工大学,10144,6,辽宁省沈阳市浑南区南屏中路6号,2,1,1,0,0,0,https://www.sylu.edu.cn,辽宁省重点大学,325
辽宁科技大学,10146,6,辽宁省鞍山市千山中路185号,2,1,1,0,0,0,https://www.ustl.edu.cn,辽宁省重点大学,326
辽宁工程技术大学,10147,6,辽宁省阜新市细河区中华路47号,2,1,1,0,0,0,https://www.lntu.edu.cn,辽宁省重点大学,327
辽宁石油化工大学,10148,6,辽宁省抚顺市望花区丹东路西段1号,2,1,1,0,0,0,https://www.lnpu.edu.cn,辽宁省重点大学,328
沈阳化工大学,10149,6,辽宁省沈阳市经济技术开发区11号街,2,1,1,0,0,0,https://www.syuct.edu.cn,辽宁省重点大学,329
大连交通大学,10150,6,辽宁省大连市沙河口区黄河路794号,2,1,1,0,0,0,https://www.djtu.edu.cn,辽宁省重点大学,330
大连工业大学,10152,6,辽宁省大连市甘井子区轻工苑1号,2,1,1,0,0,0,https://www.dpu.edu.cn,辽宁省重点大学,331
沈阳建筑大学,10153,6,辽宁省沈阳市浑南区浑南中路25号,2,1,1,0,0,0,https://www.sjzu.edu.cn,辽宁省重点大学,332
辽宁工业大学,10154,6,辽宁省锦州市古塔区士英街169号,2,1,1,0,0,0,https://www.lnit.edu.cn,辽宁省重点大学,333
沈阳农业大学,10157,6,辽宁省沈阳市沈河区东陵路120号,7,1,1,0,0,0,https://www.syau.edu.cn,辽宁省重点大学,334
大连海洋大学,10158,6,辽宁省大连市沙河口区黑石礁街52号,7,1,1,0,0,0,https://www.dlou.edu.cn,辽宁省重点大学,335
中国医科大学,10159,6,辽宁省沈阳市沈北新区蒲河路77号,4,1,1,0,0,0,https://www.cmu.edu.cn,辽宁省重点大学,336
锦州医科大学,10160,6,辽宁省锦州市松坡路三段40号,4,1,1,0,0,0,https://www.jzmu.edu.cn,辽宁省重点大学,337
大连医科大学,10161,6,辽宁省大连市旅顺南路西段9号,4,1,1,0,0,0,https://www.dmu.edu.cn,辽宁省重点大学,338
辽宁中医药大学,10162,6,辽宁省沈阳市皇姑区崇山东路79号,4,1,1,0,0,0,https://www.lnutcm.edu.cn,辽宁省重点大学,339
沈阳药科大学,10163,6,辽宁省沈阳市沈河区文化路103号,4,1,1,0,0,0,https://www.syphu.edu.cn,辽宁省重点大学,340
辽宁师范大学,10165,6,辽宁省大连市沙河口区黄河路850号,3,1,1,0,0,0,https://www.lnnu.edu.cn,辽宁省重点大学,341
沈阳师范大学,10166,6,辽宁省沈阳市皇姑区黄河北大街253号,3,1,1,0,0,0,https://www.synu.edu.cn,辽宁省重点大学,342
渤海大学,10167,6,辽宁省锦州市松山新区科技路19号,1,1,1,0,0,0,https://www.bhu.edu.cn,辽宁省重点大学,343
大连外国语大学,10172,6,辽宁省大连市旅顺口区旅顺南路西段6号,1,1,1,0,0,0,https://www.dlufl.edu.cn,辽宁省重点大学,344
东北财经大学,10173,6,辽宁省大连市沙河口区尖山街217号,5,1,1,0,0,0,https://www.dufe.edu.cn,辽宁省重点大学,345
吉林大学,10183,7,吉林省长春市前进大街2699号,1,1,1,1,1,1,https://www.jlu.edu.cn,中国顶尖综合性大学,346
延边大学,10184,7,吉林省延吉市公园路977号,1,1,1,0,1,1,https://www.ybu.edu.cn,吉林省重点大学,347
长春理工大学,10186,7,吉林省长春市朝阳区卫星路7089号,2,1,1,0,0,0,https://www.cust.edu.cn,吉林省重点大学,348
东北电力大学,10188,7,吉林省吉林市船营区长春路169号,2,1,1,0,0,0,https://www.neepu.edu.cn,吉林省重点大学,349
长春工业大学,10190,7,吉林省长春市朝阳区延安大街2055号,2,1,1,0,0,0,https://www.ccut.edu.cn,吉林省重点大学,350
吉林建筑大学,10191,7,吉林省长春市新城大街5088号,2,1,1,0,0,0,https://www.jlu.edu.cn,吉林省重点大学,351
吉林化工学院,10192,7,吉林省吉林市龙潭区承德街45号,2,1,1,0,0,0,https://www.jlict.edu.cn,吉林省重点大学,352
吉林农业大学,10193,7,吉林省长春市净月开发区新城大街2888号,7,1,1,0,0,0,https://www.jlau.edu.cn,吉林省重点大学,353
长春中医药大学,10199,7,吉林省长春市净月开发区博硕路1035号,4,1,1,0,0,0,https://www.ccucm.edu.cn,吉林省重点大学,354
东北师范大学,10200,7,吉林省长春市人民大街5268号,3,1,1,0,1,1,https://www.nenu.edu.cn,中国知名师范类大学,355
北华大学,10201,7,吉林省吉林市丰满区滨江东路3999号,1,1,1,0,0,0,https://www.beihua.edu.cn,吉林省重点大学,356
通化师范学院,10202,7,吉林省通化市东昌区育才路950号,3,1,1,0,0,0,https://www.thnu.edu.cn,吉林省重点大学,357
吉林师范大学,10203,7,吉林省四平市铁西区海丰大街1301号,3,1,1,0,0,0,https://www.jlnu.edu.cn,吉林省重点大学,358
吉林工程技术师范学院,10204,7,吉林省长春市凯旋路3050号,3,1,1,0,0,0,https://www.jltenu.edu.cn,吉林省重点大学,359
长春师范大学,10205,7,吉林省长春市长吉北路677号,3,1,1,0,0,0,https://www.ccsfu.edu.cn,吉林省重点大学,360
白城师范学院,10206,7,吉林省白城市洮北区中兴西大路57号,3,1,1,0,0,0,https://www.bcsf.edu.cn,吉林省重点大学,361
吉林财经大学,10207,7,吉林省长春市净月开发区净月大街3699号,5,1,1,0,0,0,https://www.jlufe.edu.cn,吉林省重点大学,362
黑龙江大学,10212,8,黑龙江省哈尔滨市南岗区学府路74号,1,1,1,0,0,0,https://www.hlju.edu.cn,黑龙江省重点大学,363
哈尔滨工业大学,10213,8,黑龙江省哈尔滨市南岗区西大直街92号,2,1,1,1,1,1,https://www.hit.edu.cn,中国顶尖理工类大学,364
哈尔滨理工大学,10214,8,黑龙江省哈尔滨市南岗区学府路52号,2,1,1,0,0,0,https://www.hrbust.edu.cn,黑龙江省重点大学,365
哈尔滨工程大学,10217,8,黑龙江省哈尔滨市南岗区南通大街145号,2,1,1,0,1,1,https://www.hrbeu.edu.cn,中国知名工程类大学,366
黑龙江科技大学,10219,8,黑龙江省哈尔滨市松北区浦源路2468号,2,1,1,0,0,0,https://www.usth.edu.cn,黑龙江省重点大学,367
东北石油大学,10220,8,黑龙江省大庆市高新技术产业开发区学府街99号,2,1,1,0,0,0,https://www.nepu.edu.cn,黑龙江省重点大学,368
佳木斯大学,10222,8,黑龙江省佳木斯市学府街258号,1,1,1,0,0,0,https://www.jmsu.org,黑龙江省重点大学,369
黑龙江八一农垦大学,10223,8,黑龙江省大庆市高新技术产业开发区新风路5号,7,1,1,0,0,0,https://www.byau.edu.cn,黑龙江省重点大学,370
东北农业大学,10224,8,黑龙江省哈尔滨市香坊区长江路600号,7,1,1,0,1,1,https://www.neau.edu.cn,黑龙江省重点大学,371
东北林业大学,10225,8,黑龙江省哈尔滨市香坊区和兴路26号,7,1,1,0,1,1,https://www.nefu.edu.cn,黑龙江省重点大学,372
哈尔滨医科大学,10226,8,黑龙江省哈尔滨市南岗区保健路157号,4,1,1,0,0,0,https://www.hrbmu.edu.cn,黑龙江省重点大学,373
黑龙江中医药大学,10228,8,黑龙江省哈尔滨市香坊区和平路24号,4,1,1,0,0,0,https://www.hljucm.net,黑龙江省重点大学,374
牡丹江医学院,10229,8,黑龙江省牡丹江市爱民区通乡路3号,4,1,1,0,0,0,https://www.mdjmu.cn,黑龙江省重点大学,375
哈尔滨师范大学,10231,8,黑龙江省哈尔滨市利民经济开发区师大路1号,3,1,1,0,0,0,https://www.hrbnu.edu.cn,黑龙江省重点大学,376
齐齐哈尔大学,10232,8,黑龙江省齐齐哈尔市建华区文化大街42号,1,1,1,0,0,0,https://www.qqhru.edu.cn,黑龙江省重点大学,377
牡丹江师范学院,10233,8,黑龙江省牡丹江市爱民区文化街191号,3,1,1,0,0,0,https://www.mdjnu.cn,黑龙江省重点大学,378
哈尔滨学院,10234,8,黑龙江省哈尔滨市南岗区中兴大道109号,1,1,1,0,0,0,https://www.hrbu.edu.cn,黑龙江省重点大学,379
大庆师范学院,10235,8,黑龙江省大庆市让胡路区西宾西路,3,1,1,0,0,0,https://www.dqsy.net,黑龙江省重点大学,380
绥化学院,10236,8,黑龙江省绥化市北林区黄河南路18号,1,1,1,0,0,0,https://www.shxy.net,黑龙江省重点大学,381
哈尔滨商业大学,10240,8,黑龙江省哈尔滨市松北区学海街1号,5,1,1,0,0,0,https://www.hrbcu.edu.cn,黑龙江省重点大学,382
